v,X,Y,r,cos_theta,sin_theta,dBA
23.5,-114.81835434133244,114.81835434133248,162.3776739188721,-0.7071067811865475,0.7071067811865477,42.276985168
23.5,-129.61130904137534,129.61130904137536,183.29807108324357,-0.7071067811865475,0.7071067811865476,41.550187516
23.5,-146.31015683675886,146.31015683675886,206.913808111479,-0.7071067811865476,0.7071067811865476,40.779824956000006
23.5,-165.16044897566297,165.16044897566297,233.57214690901213,-0.7071067811865475,0.7071067811865475,39.970324248
23.5,-186.4393730113841,186.4393730113841,263.6650898730358,-0.7071067811865475,0.7071067811865475,39.125567356000005
23.5,-210.45982875718624,210.45982875718627,297.63514416313194,-0.7071067811865475,0.7071067811865476,38.24961092
23.5,-237.57502937858263,237.57502937858263,335.981828628378,-0.7071067811865476,0.7071067811865476,37.346080148000006
23.5,-268.1836952806474,268.18369528064744,379.26901907322497,-0.7071067811865475,0.7071067811865476,36.419242396
23.5,-302.7359171648152,302.73591716481525,428.13323987193957,-0.7071067811865475,0.7071067811865476,35.47162144
23.5,-341.7397744695605,341.73977446956053,483.2930238571752,-0.7071067811865475,0.7071067811865476,34.507101416000005
23.5,-385.7688065170199,385.76880651702,545.559478116852,-0.7071067811865475,0.7071067811865476,33.527979352
23.5,-435.4704462263916,435.4704462263917,615.8482110660267,-0.7071067811865474,0.7071067811865476,32.536799380000005
23.5,-491.5755404091904,491.5755404091905,695.1927961775606,-0.7071067811865475,0.7071067811865476,31.535415148
23.5,-554.9090966392718,554.9090966392719,784.7599703514607,-0.7071067811865475,0.7071067811865476,30.525797852
23.5,-626.4024147269312,626.4024147269313,885.8667904100822,-0.7071067811865476,0.7071067811865477,29.509214931999995
23.5,-707.1067811865474,707.1067811865476,1000.0,-0.7071067811865475,0.7071067811865476,28.486755716
23.5,70.71067811865474,-70.71067811865477,100.0,0.7071067811865475,-0.7071067811865477,46.989206892
23.5,79.82089280705692,-79.82089280705695,112.88378916846895,0.7071067811865474,-0.7071067811865477,46.425627364
23.5,90.10484834870763,-90.10484834870768,127.42749857031335,0.7071067811865474,-0.7071067811865477,45.7984943
23.5,101.7137670405238,-101.71376704052383,143.8449888287663,0.7071067811865474,-0.7071067811865476,45.110188676
23.5,114.81835434133242,-114.81835434133248,162.3776739188721,0.7071067811865474,-0.7071067811865477,44.364692472
23.5,129.6113090413753,-129.61130904137536,183.29807108324354,0.7071067811865475,-0.7071067811865477,43.567502752
23.5,146.31015683675884,-146.3101568367589,206.91380811147903,0.7071067811865472,-0.7071067811865476,42.723369668
23.5,165.16044897566294,-165.160448975663,233.5721469090121,0.7071067811865475,-0.7071067811865477,41.838376668
23.5,186.43937301138408,-186.43937301138416,263.6650898730358,0.7071067811865474,-0.7071067811865477,40.91821858
23.5,210.45982875718624,-210.4598287571863,297.63514416313194,0.7071067811865475,-0.7071067811865477,39.968610968
23.5,237.5750293785826,-237.5750293785827,335.9818286283781,0.7071067811865474,-0.7071067811865477,38.994456904
23.5,268.1836952806473,-268.18369528064744,379.26901907322497,0.7071067811865474,-0.7071067811865476,38.000975752
23.5,302.73591716481513,-302.7359171648153,428.1332398719395,0.7071067811865474,-0.7071067811865478,36.991179808
23.5,341.7397744695604,-341.7397744695606,483.2930238571752,0.7071067811865474,-0.7071067811865477,35.969271936
23.5,385.7688065170198,-385.76880651702,545.5594781168519,0.7071067811865475,-0.7071067811865478,34.9375693
23.5,435.4704462263916,-435.4704462263917,615.8482110660267,0.7071067811865474,-0.7071067811865476,33.898520392
23.5,491.5755404091904,-491.5755404091906,695.1927961775607,0.7071067811865474,-0.7071067811865476,32.853765092
23.5,554.9090966392716,-554.909096639272,784.7599703514607,0.7071067811865474,-0.7071067811865478,31.805016848
23.5,626.402414726931,-626.4024147269314,885.8667904100822,0.7071067811865474,-0.7071067811865478,30.753234548
23.5,707.1067811865473,-707.1067811865477,999.9999999999999,0.7071067811865474,-0.7071067811865478,29.69919086
23.5,-92.38795325112868,38.26834323650899,100.00000000000001,-0.9238795325112866,0.38268343236508984,45.85081062
23.5,-104.29102236506776,43.19875589736685,112.88378916846897,-0.9238795325112867,0.38268343236508984,45.374012548
23.5,-117.72765780822375,48.7643925305851,127.42749857031335,-0.9238795325112867,0.3826834323650899,44.841319628
23.5,-132.89544103321188,55.0470940535103,143.8449888287663,-0.9238795325112867,0.3826834323650899,44.25685648
23.5,-150.0174094704377,62.13924559473331,162.3776739188721,-0.9238795325112867,0.3826834323650899,43.6238676
23.5,-169.34533622260767,70.14513498803588,183.29807108324357,-0.9238795325112867,0.3826834323650899,42.943344708
23.5,-191.1634323081633,79.18248629183236,206.913808111479,-0.9238795325112866,0.3826834323650899,42.217639596
23.5,-215.7925258939557,89.38419088402378,233.57214690901213,-0.9238795325112867,0.3826834323650899,41.448010008
23.5,-243.59477997144677,100.90026158746323,263.66508987303587,-0.9238795325112867,0.3826834323650898,40.637635604
23.5,-274.9790178483637,113.90003856082568,297.6351441631319,-0.9238795325112866,0.38268343236508995,39.790022244
23.5,-310.4067347654732,128.57467939180714,335.9818286283781,-0.9238795325112866,0.3826834323650899,38.909388652
23.5,-350.39888403738536,145.13997000868247,379.26901907322497,-0.9238795325112867,0.3826834323650899,37.999661264
23.5,-395.5435375054301,163.8394977437802,428.13323987193957,-0.9238795325112867,0.38268343236508995,37.065085068
23.5,-446.5045329471332,184.9482332077671,483.2930238571752,-0.9238795325112867,0.3826834323650899,36.1093161
23.5,-504.0312355996988,208.77657364506408,545.559478116852,-0.9238795325112867,0.3826834323650899,35.135821128
23.5,-568.969557337593,235.67490722664743,615.8482110660267,-0.9238795325112867,0.3826834323650899,34.147809404
23.5,-642.2743955377389,266.03876539671325,695.1927961775606,-0.9238795325112867,0.3826834323650899,33.147693124
23.5,-725.0236745418787,300.3146390368232,784.7599703514607,-0.9238795325112867,0.38268343236509,32.137788364
23.5,-818.4341961913409,339.006543972376,885.8667904100824,-0.9238795325112866,0.38268343236508984,31.119795304
23.5,-923.8795325112868,382.6834323650899,1000.0000000000001,-0.9238795325112867,0.3826834323650899,30.095379256
23.5,92.38795325112864,-38.26834323650904,99.99999999999999,0.9238795325112865,-0.38268343236509045,47.434174188
23.5,104.29102236506772,-43.19875589736691,112.88378916846895,0.9238795325112865,-0.3826834323650904,46.944271556
23.5,117.72765780822373,-48.76439253058516,127.42749857031335,0.9238795325112865,-0.3826834323650904,46.402684996
23.5,132.89544103321185,-55.04709405351037,143.8449888287663,0.9238795325112866,-0.3826834323650904,45.80859109199999
23.5,150.01740947043766,-62.13924559473339,162.37767391887206,0.9238795325112866,-0.38268343236509045,45.162441292
23.5,169.34533622260764,-70.14513498803598,183.29807108324357,0.9238795325112865,-0.38268343236509045,44.464686628
23.5,191.16343230816327,-79.18248629183246,206.913808111479,0.9238795325112865,-0.3826834323650904,43.718152392
23.5,215.79252589395568,-89.38419088402391,233.57214690901216,0.9238795325112865,-0.3826834323650904,42.925206712000005
23.5,243.59477997144663,-100.90026158746338,263.6650898730358,0.9238795325112864,-0.3826834323650904,42.090222276
23.5,274.9790178483637,-113.90003856082583,297.63514416313194,0.9238795325112865,-0.3826834323650904,41.217680064
23.5,310.4067347654731,-128.5746793918073,335.9818286283781,0.9238795325112865,-0.3826834323650904,40.312640876
23.5,350.3988840373853,-145.13997000868267,379.26901907322497,0.9238795325112865,-0.3826834323650904,39.379633704
23.5,395.5435375054301,-163.8394977437804,428.1332398719397,0.9238795325112864,-0.3826834323650903,38.42322914
23.5,446.5045329471331,-184.94823320776732,483.2930238571752,0.9238795325112865,-0.38268343236509034,37.44728346
23.5,504.0312355996987,-208.7765736450644,545.559478116852,0.9238795325112865,-0.38268343236509045,36.455338816
23.5,568.9695573375928,-235.67490722664772,615.8482110660267,0.9238795325112865,-0.38268343236509034,35.450589347999994
23.5,642.2743955377388,-266.0387653967136,695.1927961775606,0.9238795325112865,-0.3826834323650904,34.435402764
23.5,725.0236745418786,-300.3146390368235,784.7599703514607,0.9238795325112865,-0.38268343236509034,33.411969472
23.5,818.4341961913407,-339.00654397237645,885.8667904100822,0.9238795325112866,-0.38268343236509045,32.381890516000006
23.5,923.8795325112864,-382.6834323650904,999.9999999999999,0.9238795325112865,-0.38268343236509045,31.346692148
24.0,100.0,0.0,100.0,1.0,0.0,47.490999292
24.0,112.88378916846897,0.0,112.88378916846897,1.0,0.0,47.019961532
24.0,127.42749857031336,0.0,127.42749857031336,1.0,0.0,46.50279582
24.0,143.8449888287663,0.0,143.8449888287663,1.0,0.0,45.938664712
24.0,162.3776739188721,0.0,162.3776739188721,1.0,0.0,45.32531471600001
24.0,183.2980710832436,0.0,183.2980710832436,1.0,0.0,44.663075816
24.0,206.913808111479,0.0,206.913808111479,1.0,0.0,43.95253675600001
24.0,233.57214690901213,0.0,233.57214690901213,1.0,0.0,43.195215908
24.0,263.6650898730358,0.0,263.6650898730358,1.0,0.0,42.394193396000006
24.0,297.63514416313194,0.0,297.63514416313194,1.0,0.0,41.553622396
24.0,335.9818286283781,0.0,335.9818286283781,1.0,0.0,40.677788252000006
24.0,379.26901907322497,0.0,379.26901907322497,1.0,0.0,39.770852208
24.0,428.1332398719396,0.0,428.1332398719396,1.0,0.0,38.83760272800001
24.0,483.2930238571752,0.0,483.2930238571752,1.0,0.0,37.88196396399999
24.0,545.559478116852,0.0,545.559478116852,1.0,0.0,36.90771858
24.0,615.8482110660267,0.0,615.8482110660267,1.0,0.0,35.918235572
24.0,695.1927961775606,0.0,695.1927961775606,1.0,0.0,34.916354804
24.0,784.7599703514607,0.0,784.7599703514607,1.0,0.0,33.904275536
24.0,885.8667904100823,0.0,885.8667904100823,1.0,0.0,32.884051984
24.0,1000.0,0.0,1000.0,1.0,0.0,31.857348671999997
24.0,-100.0,1.2246467991473532e-14,100.0,-1.0,1.2246467991473532e-16,46.262706220000005
24.0,-112.88378916846897,1.3824277108079016e-14,112.88378916846897,-1.0,1.224646799147353e-16,45.807239452
24.0,-127.42749857031336,1.5605367824748817e-14,127.42749857031336,-1.0,1.224646799147353e-16,45.29857989600001
24.0,-143.8449888287663,1.7615930514253545e-14,143.8449888287663,-1.0,1.2246467991473532e-16,44.74004642
24.0,-162.3776739188721,1.988552986177393e-14,162.3776739188721,-1.0,1.224646799147353e-16,44.13153466000001
24.0,-183.2980710832436,2.2447539604197825e-14,183.2980710832436,-1.0,1.224646799147353e-16,43.474140448
24.0,-206.913808111479,2.5339633280311242e-14,206.913808111479,-1.0,1.2246467991473532e-16,42.768502808
24.0,-233.57214690901213,2.8604338208209714e-14,233.57214690901213,-1.0,1.2246467991473535e-16,42.015918992
24.0,-263.6650898730358,3.2289660835991253e-14,263.6650898730358,-1.0,1.2246467991473532e-16,41.219219372
24.0,-297.63514416313194,3.644979266131405e-14,297.63514416313194,-1.0,1.224646799147353e-16,40.38238208
24.0,-335.9818286283781,4.1145907100141776e-14,335.9818286283781,-1.0,1.2246467991473532e-16,39.509613348
24.0,-379.26901907322497,4.644705902237815e-14,379.26901907322497,-1.0,1.2246467991473535e-16,38.605074272
24.0,-428.1332398719396,5.243120018177568e-14,428.1332398719396,-1.0,1.2246467991473532e-16,37.673602336
24.0,-483.2930238571752,5.918632547169352e-14,483.2930238571752,-1.0,1.2246467991473535e-16,36.719202072
24.0,-545.559478116852,6.681176686203033e-14,545.559478116852,-1.0,1.2246467991473532e-16,35.745744792
24.0,-615.8482110660267,7.541965404426332e-14,615.8482110660267,-1.0,1.2246467991473532e-16,34.756688824
24.0,-695.1927961775606,8.513656326291479e-14,695.1927961775606,-1.0,1.2246467991473532e-16,33.754954592
24.0,-784.7599703514607,9.610537857898881e-14,784.7599703514607,-1.0,1.2246467991473532e-16,32.742811488
24.0,-885.8667904100823,1.0848739293466467e-13,885.8667904100823,-1.0,1.2246467991473535e-16,31.722372179999997
24.0,-1000.0,1.2246467991473532e-13,1000.0,-1.0,1.2246467991473532e-16,30.695348356
24.0,92.38795325112868,38.268343236508976,100.0,0.9238795325112867,0.3826834323650898,47.305075432
24.0,104.29102236506776,43.19875589736685,112.88378916846897,0.9238795325112867,0.38268343236508984,46.813252488
24.0,117.72765780822375,48.76439253058509,127.42749857031335,0.9238795325112867,0.38268343236508984,46.27402472
24.0,132.89544103321188,55.047094053510286,143.8449888287663,0.9238795325112867,0.3826834323650898,45.686273536
24.0,150.0174094704377,62.13924559473329,162.3776739188721,0.9238795325112867,0.3826834323650898,45.049940772
24.0,169.34533622260767,70.14513498803586,183.29807108324357,0.9238795325112867,0.3826834323650898,44.364646304
24.0,191.1634323081633,79.18248629183233,206.91380811147897,0.9238795325112868,0.3826834323650898,43.632340276
24.0,215.7925258939557,89.38419088402375,233.5721469090121,0.9238795325112868,0.3826834323650898,42.85453994
24.0,243.59477997144677,100.90026158746322,263.66508987303587,0.9238795325112867,0.3826834323650897,42.034890832
24.0,274.9790178483637,113.90003856082564,297.6351441631319,0.9238795325112866,0.38268343236508984,41.177342784
24.0,310.4067347654732,128.5746793918071,335.9818286283781,0.9238795325112866,0.3826834323650898,40.286563104
24.0,350.39888403738536,145.13997000868244,379.26901907322497,0.9238795325112867,0.3826834323650898,39.366841808
24.0,395.5435375054301,163.83949774378016,428.13323987193957,0.9238795325112867,0.38268343236508984,38.422639412
24.0,446.5045329471332,184.94823320776703,483.2930238571752,0.9238795325112867,0.3826834323650898,37.457777136
24.0,504.0312355996988,208.776573645064,545.559478116852,0.9238795325112867,0.3826834323650897,36.475817576
24.0,568.969557337593,235.67490722664732,615.8482110660266,0.9238795325112868,0.3826834323650898,35.480010188
24.0,642.2743955377389,266.0387653967132,695.1927961775606,0.9238795325112867,0.38268343236508984,34.472795248
24.0,725.0236745418787,300.31463903682305,784.7599703514605,0.9238795325112868,0.38268343236508984,33.456449812
24.0,818.4341961913409,339.0065439723759,885.8667904100823,0.9238795325112867,0.3826834323650897,32.43265836
24.0,923.8795325112868,382.6834323650898,1000.0000000000001,0.9238795325112867,0.3826834323650898,31.403029972
24.0,-92.38795325112868,-38.26834323650897,100.0,-0.9238795325112867,-0.38268343236508967,46.044538848
24.0,-104.29102236506776,-43.19875589736683,112.88378916846897,-0.9238795325112867,-0.3826834323650896,45.581515184
24.0,-117.72765780822375,-48.76439253058507,127.42749857031333,-0.9238795325112868,-0.3826834323650897,45.057474612
24.0,-132.89544103321188,-55.04709405351027,143.8449888287663,-0.9238795325112867,-0.38268343236508967,44.476267708
24.0,-150.0174094704377,-62.13924559473328,162.3776739188721,-0.9238795325112867,-0.3826834323650897,43.841396484
24.0,-169.3453362226077,-70.14513498803584,183.2980710832436,-0.9238795325112867,-0.38268343236508956,43.154673548
24.0,-191.16343230816327,-79.18248629183232,206.91380811147894,-0.9238795325112867,-0.3826834323650898,42.419458948
24.0,-215.7925258939557,-89.38419088402374,233.5721469090121,-0.9238795325112868,-0.3826834323650897,41.63807352
24.0,-243.5947799714468,-100.9002615874632,263.66508987303587,-0.9238795325112868,-0.38268343236508967,40.814650448
24.0,-274.9790178483638,-113.90003856082562,297.63514416313194,-0.9238795325112868,-0.38268343236508967,39.953448788
24.0,-310.40673476547323,-128.57467939180708,335.9818286283781,-0.9238795325112868,-0.38268343236508967,39.059274820000006
24.0,-350.3988840373854,-145.13997000868238,379.26901907322497,-0.9238795325112868,-0.38268343236508967,38.136461404
24.0,-395.54353750543015,-163.8394977437801,428.13323987193957,-0.9238795325112868,-0.38268343236508967,37.189503864
24.0,-446.50453294713327,-184.94823320776695,483.2930238571752,-0.9238795325112868,-0.3826834323650896,36.222205152
24.0,-504.0312355996989,-208.776573645064,545.5594781168521,-0.9238795325112867,-0.38268343236508967,35.23810031599999
24.0,-568.9695573375931,-235.6749072266473,615.8482110660268,-0.9238795325112867,-0.3826834323650896,34.240412756
24.0,-642.274395537739,-266.0387653967131,695.1927961775606,-0.9238795325112868,-0.38268343236508967,33.231532344
24.0,-725.0236745418788,-300.314639036823,784.7599703514607,-0.9238795325112868,-0.3826834323650897,32.213728312
24.0,-818.434196191341,-339.0065439723758,885.8667904100824,-0.9238795325112867,-0.3826834323650896,31.188643836
24.0,-923.8795325112868,-382.6834323650897,1000.0000000000001,-0.9238795325112867,-0.3826834323650896,30.157880528
24.0,70.71067811865476,70.71067811865476,100.0,0.7071067811865476,0.7071067811865476,46.688910792
24.0,79.82089280705695,79.82089280705695,112.88378916846897,0.7071067811865476,0.7071067811865476,46.122360272
24.0,90.10484834870766,90.10484834870766,127.42749857031335,0.7071067811865476,0.7071067811865476,45.500637624
24.0,101.71376704052383,101.71376704052383,143.8449888287663,0.7071067811865476,0.7071067811865476,44.825881232
24.0,114.81835434133248,114.81835434133248,162.37767391887212,0.7071067811865476,0.7071067811865476,44.10087588
24.0,129.61130904137536,129.61130904137536,183.2980710832436,0.7071067811865475,0.7071067811865475,43.329193868
24.0,146.31015683675886,146.31015683675886,206.913808111479,0.7071067811865476,0.7071067811865476,42.5134926
24.0,165.16044897566297,165.16044897566297,233.57214690901213,0.7071067811865475,0.7071067811865475,41.657962648
24.0,186.4393730113841,186.4393730113841,263.6650898730358,0.7071067811865475,0.7071067811865475,40.766878352000006
24.0,210.45982875718627,210.45982875718627,297.63514416313194,0.7071067811865476,0.7071067811865476,39.845008284
24.0,237.57502937858263,237.57502937858263,335.981828628378,0.7071067811865476,0.7071067811865476,38.896718736
24.0,268.18369528064744,268.18369528064744,379.269019073225,0.7071067811865475,0.7071067811865475,37.926953212
24.0,302.73591716481525,302.73591716481525,428.13323987193957,0.7071067811865476,0.7071067811865476,36.938676016
24.0,341.73977446956053,341.73977446956053,483.2930238571753,0.7071067811865475,0.7071067811865475,35.93611722
24.0,385.76880651702,385.76880651702,545.5594781168521,0.7071067811865475,0.7071067811865475,34.921718724
24.0,435.4704462263917,435.4704462263917,615.8482110660267,0.7071067811865476,0.7071067811865476,33.898076664
24.0,491.5755404091905,491.5755404091905,695.1927961775607,0.7071067811865475,0.7071067811865475,32.866999016
24.0,554.9090966392719,554.9090966392719,784.7599703514608,0.7071067811865475,0.7071067811865475,31.830364000000003
24.0,626.4024147269313,626.4024147269313,885.8667904100824,0.7071067811865475,0.7071067811865475,30.78929538
24.0,707.1067811865476,707.1067811865476,1000.0000000000001,0.7071067811865475,0.7071067811865475,29.74471852
24.0,-70.71067811865477,-70.71067811865474,100.0,-0.7071067811865477,-0.7071067811865475,44.993368208
24.0,-79.82089280705695,-79.82089280705694,112.88378916846895,-0.7071067811865477,-0.7071067811865475,44.5033689
24.0,-90.10484834870768,-90.10484834870763,127.42749857031335,-0.7071067811865477,-0.7071067811865474,43.936654984
24.0,-101.71376704052383,-101.71376704052382,143.8449888287663,-0.7071067811865476,-0.7071067811865475,43.30111446
24.0,-114.81835434133248,-114.81835434133244,162.3776739188721,-0.7071067811865477,-0.7071067811865475,42.604590392
24.0,-129.61130904137536,-129.61130904137534,183.29807108324357,-0.7071067811865476,-0.7071067811865475,41.854858296
24.0,-146.3101568367589,-146.31015683675886,206.91380811147903,-0.7071067811865476,-0.7071067811865475,41.05777498
24.0,-165.160448975663,-165.16044897566297,233.57214690901216,-0.7071067811865476,-0.7071067811865475,40.219604256
24.0,-186.43937301138416,-186.4393730113841,263.6650898730358,-0.7071067811865477,-0.7071067811865475,39.34574938
24.0,-210.4598287571863,-210.45982875718624,297.63514416313194,-0.7071067811865477,-0.7071067811865475,38.44140478
24.0,-237.5750293785827,-237.57502937858263,335.9818286283781,-0.7071067811865477,-0.7071067811865475,37.510943432
24.0,-268.18369528064744,-268.1836952806474,379.26901907322497,-0.7071067811865476,-0.7071067811865475,36.5590902
24.0,-302.7359171648153,-302.7359171648152,428.13323987193957,-0.7071067811865477,-0.7071067811865475,35.588550152
24.0,-341.7397744695606,-341.7397744695605,483.2930238571752,-0.7071067811865477,-0.7071067811865475,34.603270688
24.0,-385.76880651702,-385.7688065170199,545.559478116852,-0.7071067811865476,-0.7071067811865475,33.605479356000004
24.0,-435.4704462263917,-435.4704462263916,615.8482110660267,-0.7071067811865476,-0.7071067811865474,32.597603052000004
24.0,-491.5755404091906,-491.5755404091904,695.1927961775607,-0.7071067811865476,-0.7071067811865474,31.581342304000003
24.0,-554.909096639272,-554.9090966392718,784.7599703514608,-0.7071067811865477,-0.7071067811865474,30.558508532
24.0,-626.4024147269314,-626.4024147269312,885.8667904100824,-0.7071067811865476,-0.7071067811865474,29.530204456
24.0,-707.1067811865477,-707.1067811865474,1000.0,-0.7071067811865477,-0.7071067811865475,28.497362328
24.0,38.26834323650898,92.38795325112868,100.0,0.38268343236508984,0.9238795325112867,44.386327796
24.0,43.19875589736685,104.29102236506776,112.88378916846897,0.38268343236508984,0.9238795325112867,43.617418192
24.0,48.76439253058509,117.72765780822375,127.42749857031335,0.38268343236508984,0.9238795325112867,42.779016312
24.0,55.04709405351029,132.89544103321188,143.8449888287663,0.38268343236508984,0.9238795325112867,41.88367376400001
24.0,62.1392455947333,150.0174094704377,162.3776739188721,0.38268343236508984,0.9238795325112867,40.941984388
24.0,70.14513498803586,169.34533622260767,183.29807108324357,0.3826834323650898,0.9238795325112867,39.967840128
24.0,79.18248629183235,191.1634323081633,206.913808111479,0.38268343236508984,0.9238795325112866,38.961839896
24.0,89.38419088402377,215.7925258939557,233.57214690901213,0.38268343236508984,0.9238795325112867,37.92683428400001
24.0,100.90026158746323,243.59477997144677,263.66508987303587,0.3826834323650898,0.9238795325112867,36.87263454
24.0,113.90003856082566,274.9790178483637,297.6351441631319,0.3826834323650899,0.9238795325112866,35.804310652
24.0,128.57467939180714,310.4067347654732,335.9818286283781,0.3826834323650899,0.9238795325112866,34.726754992000004
24.0,145.13997000868247,350.39888403738536,379.26901907322497,0.3826834323650899,0.9238795325112867,33.643897491999994
24.0,163.83949774378016,395.5435375054301,428.13323987193957,0.38268343236508984,0.9238795325112867,32.55900974
24.0,184.94823320776703,446.5045329471332,483.2930238571752,0.3826834323650898,0.9238795325112867,31.474014668
24.0,208.77657364506405,504.0312355996988,545.559478116852,0.38268343236508984,0.9238795325112867,30.3884526
24.0,235.6749072266474,568.969557337593,615.8482110660267,0.38268343236508984,0.9238795325112867,29.303353192
24.0,266.0387653967132,642.2743955377389,695.1927961775606,0.38268343236508984,0.9238795325112867,28.220065816
24.0,300.3146390368231,725.0236745418787,784.7599703514607,0.38268343236508984,0.9238795325112867,27.138113732
24.0,339.00654397237594,818.4341961913409,885.8667904100824,0.3826834323650898,0.9238795325112866,26.058390624
24.0,382.68343236508986,923.8795325112868,1000.0000000000001,0.38268343236508984,0.9238795325112867,24.982571864
24.0,-38.26834323650903,-92.38795325112864,99.99999999999999,-0.3826834323650904,-0.9238795325112865,42.689236676
24.0,-43.19875589736691,-104.29102236506772,112.88378916846895,-0.3826834323650904,-0.9238795325112865,42.18499908
24.0,-48.76439253058516,-117.72765780822373,127.42749857031335,-0.3826834323650904,-0.9238795325112865,41.601605228
24.0,-55.04709405351037,-132.89544103321185,143.8449888287663,-0.3826834323650904,-0.9238795325112866,40.945463532
24.0,-62.13924559473338,-150.01740947043766,162.37767391887206,-0.3826834323650904,-0.9238795325112866,40.22400384
24.0,-70.14513498803596,-169.34533622260764,183.29807108324357,-0.38268343236509034,-0.9238795325112865,39.446226676
24.0,-79.18248629183246,-191.16343230816327,206.913808111479,-0.3826834323650904,-0.9238795325112865,38.621166256
24.0,-89.3841908840239,-215.79252589395568,233.57214690901216,-0.38268343236509034,-0.9238795325112865,37.756249832
24.0,-100.90026158746336,-243.59477997144663,263.6650898730358,-0.38268343236509034,-0.9238795325112864,36.85888554
24.0,-113.90003856082582,-274.9790178483637,297.63514416313194,-0.38268343236509034,-0.9238795325112865,35.93436822
24.0,-128.5746793918073,-310.4067347654731,335.9818286283781,-0.3826834323650904,-0.9238795325112865,34.987975656
24.0,-145.13997000868264,-350.3988840373853,379.26901907322497,-0.38268343236509034,-0.9238795325112865,34.023818808
24.0,-163.83949774378038,-395.5435375054301,428.1332398719397,-0.3826834323650902,-0.9238795325112864,33.04492196
24.0,-184.9482332077673,-446.5045329471331,483.2930238571752,-0.3826834323650903,-0.9238795325112865,32.053828788000004
24.0,-208.7765736450643,-504.0312355996987,545.559478116852,-0.38268343236509034,-0.9238795325112865,31.05269946
24.0,-235.6749072266477,-568.9695573375928,615.8482110660267,-0.38268343236509034,-0.9238795325112865,30.043354468
24.0,-266.0387653967136,-642.2743955377388,695.1927961775606,-0.3826834323650904,-0.9238795325112865,29.027405268000003
24.0,-300.3146390368235,-725.0236745418786,784.7599703514607,-0.38268343236509034,-0.9238795325112865,28.005688796
24.0,-339.0065439723764,-818.4341961913407,885.8667904100822,-0.3826834323650904,-0.9238795325112866,26.9793679
24.0,-382.6834323650903,-923.8795325112864,999.9999999999998,-0.3826834323650904,-0.9238795325112865,25.949036892
24.0,6.123233995736766e-15,100.0,100.0,6.123233995736766e-17,1.0,41.531421300000005
24.0,6.912138554039508e-15,112.88378916846897,112.88378916846897,6.123233995736765e-17,1.0,40.754599872
24.0,7.802683912374408e-15,127.42749857031336,127.42749857031336,6.123233995736765e-17,1.0,39.962007384
24.0,8.807965257126772e-15,143.8449888287663,143.8449888287663,6.123233995736766e-17,1.0,39.159005812
24.0,9.942764930886967e-15,162.3776739188721,162.3776739188721,6.123233995736766e-17,1.0,38.343825988000006
24.0,1.1223769802098913e-14,183.2980710832436,183.2980710832436,6.123233995736765e-17,1.0,37.514084056
24.0,1.2669816640155621e-14,206.913808111479,206.913808111479,6.123233995736766e-17,1.0,36.665493464
24.0,1.4302169104104854e-14,233.57214690901213,233.57214690901213,6.123233995736766e-17,1.0,35.794739648
24.0,1.6144830417995627e-14,263.6650898730358,263.6650898730358,6.123233995736766e-17,1.0,34.900945
24.0,1.8224896330657027e-14,297.63514416313194,297.63514416313194,6.123233995736766e-17,1.0,33.985046372
24.0,2.0572953550070888e-14,335.9818286283781,335.9818286283781,6.123233995736766e-17,1.0,33.048590692
24.0,2.3223529511189074e-14,379.26901907322497,379.26901907322497,6.123233995736767e-17,1.0,32.093370632
24.0,2.621560009088784e-14,428.1332398719396,428.1332398719396,6.123233995736766e-17,1.0,31.122139852
24.0,2.9593162735846753e-14,483.2930238571752,483.2930238571752,6.123233995736766e-17,1.0,30.137010844
24.0,3.3405883431015173e-14,545.559478116852,545.559478116852,6.123233995736767e-17,1.0,29.140202404000004
24.0,3.770982702213166e-14,615.8482110660267,615.8482110660267,6.123233995736766e-17,1.0,28.13374046
24.0,4.25682816314574e-14,695.1927961775606,695.1927961775606,6.123233995736767e-17,1.0,27.119328436
24.0,4.80526892894944e-14,784.7599703514607,784.7599703514607,6.123233995736765e-17,1.0,26.098217836000003
24.0,5.4243696467332334e-14,885.8667904100823,885.8667904100823,6.123233995736767e-17,1.0,25.071686732000003
24.0,6.123233995736766e-14,1000.0,1000.0,6.123233995736766e-17,1.0,24.040770356
24.0,-1.8369701987210294e-14,-100.0,100.0,-1.8369701987210294e-16,-1.0,41.925771492
24.0,-2.0736415662118524e-14,-112.88378916846897,112.88378916846897,-1.8369701987210297e-16,-1.0,41.109480708
24.0,-2.3408051737123225e-14,-127.42749857031336,127.42749857031336,-1.8369701987210297e-16,-1.0,40.275045204
24.0,-2.6423895771380314e-14,-143.8449888287663,143.8449888287663,-1.8369701987210297e-16,-1.0,39.429212232000005
24.0,-2.98282947926609e-14,-162.3776739188721,162.3776739188721,-1.8369701987210297e-16,-1.0,38.571019636
24.0,-3.3671309406296745e-14,-183.2980710832436,183.2980710832436,-1.83697019872103e-16,-1.0,37.699367076
24.0,-3.8009449920466865e-14,-206.913808111479,206.913808111479,-1.83697019872103e-16,-1.0,36.811319084
24.0,-4.2906507312314565e-14,-233.57214690901213,233.57214690901213,-1.8369701987210302e-16,-1.0,35.90446472
24.0,-4.8434491253986883e-14,-263.6650898730358,263.6650898730358,-1.83697019872103e-16,-1.0,34.978290448
